Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F,Y2016,Y2016F,Y2017,Y2017F,Y2018,Y2018F
"3","Albania","358","Cabbages and other brassicas","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"310.400000","","224.300000","","165.900000","","298.000000","","221.100000","","211.700000","","287.400000","","203.400000","","331.200000","","214.900000","","317.600000","","202.100000","","180.600000","","206.700000",""
"3","Albania","426","Carrots and turnips","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45000.000000","","38000.000000","","48000.000000","","32000.000000","","43000.000000","","40000.000000","","39000.000000","","33000.000000","","62000.000000","","47083.300000","","50000.000000","","46863.000000","","44099.900000","","42264.200000",""
"3","Albania","426","Carrots and turnips","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45000.000000","","38000.000000","","48000.000000","","32000.000000","","43000.000000","","40000.000000","","39000.000000","","33000.000000","","62000.000000","","47083.300000","","50000.000000","","46863.000000","","44099.900000","","42264.200000",""
"3","Albania","426","Carrots and turnips","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"450.600000","","387.300000","","530.800000","","381.400000","","452.700000","","384.900000","","386.500000","","305.000000","","586.700000","","446.400000","","396.900000","","377.500000","","370.300000","","391.400000",""
"3","Albania","393","Cauliflowers and broccoli","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64000.000000","","55000.000000","","49000.000000","","91000.000000","","73000.000000","","102000.000000","","69000.000000","","111000.000000","","98833.300000","","90000.000000","","94453.800000","","106152.800000","","84659.600000",""
"3","Albania","393","Cauliflowers and broccoli","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64000.000000","","55000.000000","","49000.000000","","91000.000000","","73000.000000","","102000.000000","","69000.000000","","111000.000000","","98833.300000","","90000.000000","","94453.800000","","106152.800000","","84659.600000",""
"3","Albania","393","Cauliflowers and broccoli","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"652.400000","","608.200000","","584.100000","","958.100000","","702.400000","","1011.000000","","637.800000","","1050.500000","","937.000000","","714.500000","","760.900000","","891.300000","","784.000000",""
"3","Albania","531","Cherries","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,"52000.000000","","58000.000000","","72000.000000","","66000.000000","","68000.000000","","77000.000000","","77400.000000","","80000.000000","","80000.000000","","78600.000000","","100000.000000","","115000.000000","","95000.000000","","115000.000000","","107000.000000","","93000.000000","","67000.000000","","103000.000000","","171000.000000","","143333.300000","","94000.000000","","145208.300000","","160379.000000","","69318.000000",""
"3","Albania","531","Cherries","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,"52000.000000","","58000.000000","","72000.000000","","66000.000000","","68000.000000","","77000.000000","","77400.000000","","80000.000000","","80000.000000","","78600.000000","","100000.000000","","115000.000000","","95000.000000","","115000.000000","","107000.000000","","93000.000000","","67000.000000","","103000.000000","","171000.000000","","143333.300000","","94000.000000","","145208.300000","","160379.000000","","69318.000000",""
"3","Albania","531","Cherries","5532","Producer Price (USD/tonne)","USD",,,,,,,,,"561.000000","","555.000000","","483.400000","","438.200000","","493.900000","","535.800000","","539.400000","","570.800000","","656.500000","","764.700000","","1001.300000","","1172.200000","","1050.600000","","1370.800000","","1126.600000","","894.800000","","664.100000","","952.100000","","1618.300000","","1358.900000","","746.300000","","1169.700000","","1346.600000","","641.900000",""
"3","Albania","220","Chestnut","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50000.000000","","45000.000000","","40000.000000","","49000.000000","","50000.000000","","88000.000000","","88000.000000","","125000.000000","","170400.000000","","150000.000000","","155938.000000","","195372.800000","","111519.000000",""
"3","Albania","220","Chestnut","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50000.000000","","45000.000000","","40000.000000","","49000.000000","","50000.000000","","88000.000000","","88000.000000","","125000.000000","","170400.000000","","150000.000000","","155938.000000","","195372.800000","","111519.000000",""
"3","Albania","220","Chestnut","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"509.700000","","497.600000","","476.800000","","515.900000","","481.100000","","872.200000","","813.400000","","1182.900000","","1615.500000","","1190.800000","","1256.100000","","1640.400000","","1032.700000",""
"3","Albania","401","Chillies and peppers, green","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28600.000000","","47000.000000","","42000.000000","","33600.000000","","44500.000000","","51400.000000","","39400.000000","","52000.000000","","32000.000000","","35000.000000","","39410.800000","",,,,
"3","Albania","401","Chillies and peppers, green","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28600.000000","","47000.000000","","42000.000000","","33600.000000","","44500.000000","","51400.000000","","39400.000000","","52000.000000","","32000.000000","","35000.000000","","39410.800000","",,,,
"3","Albania","401","Chillies and peppers, green","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"291.500000","","519.800000","","500.600000","","353.800000","","428.100000","","509.400000","","364.200000","","492.100000","","303.400000","","277.900000","","317.500000","",,,,
"3","Albania","397","Cucumbers and gherkins","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46000.000000","","40000.000000","","43000.000000","","40000.000000","","43000.000000","","35000.000000","","41000.000000","","36000.000000","","73000.000000","","66083.300000","","67000.000000","","59801.700000","","65947.700000","","50781.900000",""
"3","Albania","397","Cucumbers and gherkins","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46000.000000","","40000.000000","","43000.000000","","40000.000000","","43000.000000","","35000.000000","","41000.000000","","36000.000000","","73000.000000","","66083.300000","","67000.000000","","59801.700000","","65947.700000","","50781.900000",""
"3","Albania","397","Cucumbers and gherkins","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"460.600000","","407.700000","","475.500000","","476.800000","","452.700000","","336.700000","","406.400000","","332.800000","","690.800000","","626.500000","","531.900000","","481.700000","","553.700000","","470.300000",""
"3","Albania","577","Dates","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28000.000000","","25000.000000","","48000.000000","","42400.000000","","32000.000000","","42540.500000","","41245.100000","","39938.300000",""
"3","Albania","577","Dates","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28000.000000","","25000.000000","","48000.000000","","42400.000000","","32000.000000","","42540.500000","","41245.100000","","39938.300000",""
"3","Albania","577","Dates","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"277.500000","","231.100000","","454.300000","","402.000000","","254.000000","","342.700000","","346.300000","","369.800000",""
"3","Albania","399","Eggplants (aubergines)","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24000.000000","","33000.000000","","24000.000000","","33000.000000","","61000.000000","","63000.000000","","44000.000000","","81000.000000","","65111.100000","","69000.000000","","60564.600000","","100271.200000","","81025.200000",""
"3","Albania","399","Eggplants (aubergines)","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24000.000000","","33000.000000","","24000.000000","","33000.000000","","61000.000000","","63000.000000","","44000.000000","","81000.000000","","65111.100000","","69000.000000","","60564.600000","","100271.200000","","81025.200000",""
"3","Albania","399","Eggplants (aubergines)","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244.600000","","364.900000","","286.100000","","347.400000","","586.900000","","624.400000","","406.700000","","766.500000","","617.300000","","547.800000","","487.900000","","841.900000","","750.300000",""
"3","Albania","1062","Eggs, hen, in shell","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,"270829.000000","","229163.000000","","212496.600000","","229163.000000","","239579.500000","","245829.400000","","227079.700000","","227079.700000","","216663.200000","","254162.600000","","254162.600000","","249996.000000","","249996.000000","","234287.900000","","234287.900000","","208330.000000","","331597.200000","","385655.200000","","365779.700000","","370161.700000","","362678.000000",""
"3","Albania","1062","Eggs, hen, in shell","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,"270829.000000","","229163.000000","","212496.600000","","229163.000000","","239579.500000","","245829.400000","","227079.700000","","227079.700000","","216663.200000","","254162.600000","","254162.600000","","249996.000000","","249996.000000","","234287.900000","","234287.900000","","208330.000000","","331597.200000","","385655.200000","","365779.700000","","370161.700000","","362678.000000",""
"3","Albania","1062","Eggs, hen, in shell","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,"1797.900000","","1664.300000","","1478.700000","","1597.100000","","1709.400000","","2017.300000","","2209.400000","","2273.700000","","2208.500000","","2810.700000","","3029.500000","","2632.100000","","2405.300000","","2322.100000","","2165.600000","","1971.500000","","3143.700000","","3061.700000","","2946.500000","","3108.000000","","3358.500000",""
"3","Albania","569","Figs","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,"21300.000000","","20800.000000","","40000.000000","","42700.000000","","41600.000000","","42300.000000","","50200.000000","","55700.000000","","58200.000000","","58000.000000","","61000.000000","","59000.000000","","70000.000000","","34000.000000","","51000.000000","","57000.000000","","60000.000000","","71000.000000","","88000.000000","","71333.300000","","88000.000000","","89940.300000","","108545.700000","","113600.000000",""
"3","Albania","569","Figs","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,"21300.000000","","20800.000000","","40000.000000","","42700.000000","","41600.000000","","42300.000000","","50200.000000","","55700.000000","","58200.000000","","58000.000000","","61000.000000","","59000.000000","","70000.000000","","34000.000000","","51000.000000","","57000.000000","","60000.000000","","71000.000000","","88000.000000","","71333.300000","","88000.000000","","89940.300000","","108545.700000","","113600.000000",""
"3","Albania","569","Figs","5532","Producer Price (USD/tonne)","USD",,,,,,,,,"229.800000","","199.000000","","268.600000","","283.500000","","302.100000","","294.300000","","349.900000","","397.400000","","477.600000","","564.300000","","610.800000","","601.400000","","774.100000","","405.300000","","537.000000","","548.400000","","594.700000","","656.300000","","832.800000","","676.300000","","698.600000","","724.500000","","911.400000","","1052.000000",""
"3","Albania","619","Fruit, fresh nes","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,"37000.000000","","54000.000000","","67000.000000","","65000.000000","","58400.000000","","53000.000000","","58000.000000","","72000.000000","","45800.000000","","56000.000000","","52000.000000","","52000.000000","","59000.000000","","51000.000000","","53000.000000","","55000.000000","","80000.000000","","73000.000000","",,,,,,,,,,,,
"3","Albania","619","Fruit, fresh nes","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,"37000.000000","","54000.000000","","67000.000000","","65000.000000","","58400.000000","","53000.000000","","58000.000000","","72000.000000","","45800.000000","","56000.000000","","52000.000000","","52000.000000","","59000.000000","","51000.000000","","53000.000000","","55000.000000","","80000.000000","","73000.000000","",,,,,,,,,,,,
"3","Albania","619","Fruit, fresh nes","5532","Producer Price (USD/tonne)","USD",,,,,,,,,"399.100000","","516.800000","","449.900000","","431.500000","","424.100000","","368.800000","","404.200000","","513.700000","","375.800000","","544.900000","","520.700000","","530.100000","","652.500000","","607.900000","","558.000000","","529.200000","","792.900000","","674.800000","",,,,,,,,,,,,
"3","Albania","406","Garlic","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101000.000000","","120000.000000","","100000.000000","","101000.000000","","112000.000000","","115000.000000","","162000.000000","","82000.000000","","126000.000000","","152166.700000","","185000.000000","","201545.500000","","226641.200000","","207852.300000",""
"3","Albania","406","Garlic","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101000.000000","","120000.000000","","100000.000000","","101000.000000","","112000.000000","","115000.000000","","162000.000000","","82000.000000","","126000.000000","","152166.700000","","185000.000000","","201545.500000","","226641.200000","","207852.300000",""
"3","Albania","406","Garlic","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1011.300000","","1223.200000","","1105.900000","","1203.900000","","1179.200000","","1106.400000","","1605.600000","","758.000000","","1192.400000","","1442.600000","","1468.700000","","1623.500000","","1903.000000","","1924.800000",""
"3","Albania","560","Grapes","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,"26600.000000","","34000.000000","","46000.000000","","58000.000000","","55000.000000","","51500.000000","","45100.000000","","53200.000000","","52200.000000","","59700.000000","","64000.000000","","62000.000000","","59000.000000","","51000.000000","","51000.000000","","62000.000000","","59000.000000","","66000.000000","","82000.000000","","91800.000000","","68000.000000","","69743.200000","","82718.700000","","66847.500000",""
"3","Albania","560","Grapes","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,"26600.000000","","34000.000000","","46000.000000","","58000.000000","","55000.000000","","51500.000000","","45100.000000","","53200.000000","","52200.000000","","59700.000000","","64000.000000","","62000.000000","","59000.000000","","51000.000000","","51000.000000","","62000.000000","","59000.000000","","66000.000000","","82000.000000","","91800.000000","","68000.000000","","69743.200000","","82718.700000","","66847.500000",""
"3","Albania","560","Grapes","5532","Producer Price (USD/tonne)","USD",,,,,,,,,"287.000000","","325.400000","","308.900000","","385.000000","","399.400000","","358.400000","","314.300000","","379.600000","","428.300000","","580.900000","","640.800000","","632.000000","","652.500000","","607.900000","","537.000000","","596.500000","","584.800000","","610.100000","","776.000000","","870.300000","","539.900000","","561.800000","","694.500000","","619.000000",""
"3","Albania","1182","Honey, natural","5530","Producer Price (LCU/tonne)","LCU",,,,,"311300.000000","","295000.000000","",,,,,,,,,,,"470000.000000","","470000.000000","","500000.000000","","530000.000000","","560000.000000","","681000.000000","","756000.000000","","753000.000000","","918000.000000","","998035.000000","","1050000.000000","","1082825.000000","","1249240.000000","","1190000.000000","","1162083.300000","","1449808.600000","","1484454.300000","","1331741.000000","","1327232.600000",""
"3","Albania","1182","Honey, natural","5531","Producer Price (SLC/tonne)","SLC",,,,,"311300.000000","","295000.000000","",,,,,,,,,,,"470000.000000","","470000.000000","","500000.000000","","530000.000000","","560000.000000","","681000.000000","","756000.000000","","753000.000000","","918000.000000","","998035.000000","","1050000.000000","","1082825.000000","","1249240.000000","","1190000.000000","","1162083.300000","","1449808.600000","","1484454.300000","","1331741.000000","","1327232.600000",""
"3","Albania","1182","Honey, natural","5532","Producer Price (USD/tonne)","USD",,,,,"4375.900000","","3117.600000","",,,,,,,,,,,"3270.500000","","3275.600000","","3567.500000","","4349.100000","","5448.500000","","6818.800000","","7706.200000","","8327.100000","","10942.300000","","10508.100000","","10102.300000","","10732.200000","","11547.300000","","11261.600000","","11017.200000","","11510.000000","","11957.800000","","11181.700000","","12290.400000",""
"3","Albania","407","Leeks, other alliaceous vegetables","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33000.000000","","29000.000000","","19000.000000","","24000.000000","","24000.000000","","45000.000000","","25000.000000","","26000.000000","","45000.000000","","26363.600000","","40000.000000","","30355.600000","","33170.100000","","30485.100000",""
"3","Albania","407","Leeks, other alliaceous vegetables","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"33000.000000","","29000.000000","","19000.000000","","24000.000000","","24000.000000","","45000.000000","","25000.000000","","26000.000000","","45000.000000","","26363.600000","","40000.000000","","30355.600000","","33170.100000","","30485.100000",""
"3","Albania","407","Leeks, other alliaceous vegetables","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"330.400000","","295.600000","","210.100000","","286.100000","","252.700000","","433.000000","","247.800000","","240.300000","","425.900000","","249.900000","","317.600000","","244.500000","","278.500000","","282.300000",""
"3","Albania","497","Lemons and limes","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85000.000000","","72000.000000","","68000.000000","","98000.000000","","96000.000000","","64000.000000","","61000.000000","","69000.000000","","95000.000000","","77000.000000","","68000.000000","","90615.500000","","125689.800000","","91033.900000",""
"3","Albania","497","Lemons and limes","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85000.000000","","72000.000000","","68000.000000","","98000.000000","","96000.000000","","64000.000000","","61000.000000","","69000.000000","","95000.000000","","77000.000000","","68000.000000","","90615.500000","","125689.800000","","91033.900000",""
"3","Albania","497","Lemons and limes","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"851.100000","","733.900000","","752.000000","","1168.100000","","1010.800000","","615.800000","","604.600000","","637.800000","","899.000000","","730.000000","","539.900000","","729.900000","","1055.300000","","843.000000",""
"3","Albania","372","Lettuce and chicory","5530","Producer Price (LCU/tonne)","LCU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100000.000000","","80000.000000","","59000.000000","","66000.000000","","76000.000000","","66000.000000","","64000.000000","","64000.000000","","99000.000000","","61416.700000","","70000.000000","","62145.500000","","73365.700000","","71159.600000",""
"3","Albania","372","Lettuce and chicory","5531","Producer Price (SLC/tonne)","SLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100000.000000","","80000.000000","","59000.000000","","66000.000000","","76000.000000","","66000.000000","","64000.000000","","64000.000000","","99000.000000","","61416.700000","","70000.000000","","62145.500000","","73365.700000","","71159.600000",""
"3","Albania","372","Lettuce and chicory","5532","Producer Price (USD/tonne)","USD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1001.300000","","815.500000","","652.500000","","786.700000","","800.200000","","635.000000","","634.300000","","591.600000","","936.900000","","582.300000","","555.700000","","500.600000","","616.000000","","659.000000",""
"3","Albania","56","Maize","5530","Producer Price (LCU/tonne)","LCU",,,,,"17300.000000","","19800.000000","","17000.000000","","26000.000000","","35000.000000","","37000.000000","","32000.000000","","29000.000000","","25400.000000","","27100.000000","","28400.000000","","28400.000000","","25500.000000","","23600.000000","","32000.000000","","33000.000000","","27000.000000","","30000.000000","","39000.000000","","39000.000000","","44000.000000","","37333.300000","","37000.000000","","36026.700000","","33191.500000","","32434.000000",""
"3","Albania","56","Maize","5531","Producer Price (SLC/tonne)","SLC",,,,,"17300.000000","","19800.000000","","17000.000000","","26000.000000","","35000.000000","","37000.000000","","32000.000000","","29000.000000","","25400.000000","","27100.000000","","28400.000000","","28400.000000","","25500.000000","","23600.000000","","32000.000000","","33000.000000","","27000.000000","","30000.000000","","39000.000000","","39000.000000","","44000.000000","","37333.300000","","37000.000000","","36026.700000","","33191.500000","","32434.000000",""
"3","Albania","56","Maize","5532","Producer Price (USD/tonne)","USD",,,,,"243.200000","","209.300000","","183.400000","","248.800000","","235.000000","","245.600000","","232.400000","","201.800000","","177.000000","","193.400000","","233.000000","","276.300000","","255.300000","","240.600000","","353.900000","","393.400000","","284.300000","","288.600000","","386.500000","","360.500000","","416.400000","","353.900000","","293.700000","","290.200000","","278.700000","","300.300000",""
"3","Albania","945","Meat live weight, cattle","5530","Producer Price (LCU/tonne)","LCU",,,,,"111400.000000","","98490.000000","","101020.400000","","128061.200000","","147959.200000","","237755.100000","","265306.100000","","307500.000000","","313000.000000","","322000.000000","","330350.000000","","336000.000000","","300000.000000","","293000.000000","","278600.000000","","288972.400000","","331316.000000","","363632.000000","","373802.000000","","386376.000000","","377000.000000","","360666.700000","","380703.500000","","379728.200000","","381073.700000","","385515.500000",""
"3","Albania","945","Meat live weight, cattle","5531","Producer Price (SLC/tonne)","SLC",,,,,"111400.000000","","98490.000000","","101020.400000","","128061.200000","","147959.200000","","237755.100000","","265306.100000","","307500.000000","","313000.000000","","322000.000000","","330350.000000","","336000.000000","","300000.000000","","293000.000000","","278600.000000","","288972.400000","","331316.000000","","363632.000000","","373802.000000","","386376.000000","","377000.000000","","360666.700000","","380703.500000","","379728.200000","","381073.700000","","385515.500000",""
